,Date,Price,High,Low,Close,Volume,Adj Close
51,2017-08-01,47.39,47.86,45.93,47.76,656924000,47.76
52,2017-09-01,47.87,48.79,46.23,48.69,592524000,48.69
53,2017-10-01,48.78,53.18,48.1,51.65,737076000,51.65
54,2017-11-01,51.82,54,51.43,51.81,573720000,51.81
55,2017-12-01,51.52,54.32,50.12,52.67,598810000,52.67
56,2018-01-01,52.65,59.9,52.65,59.11,657748000,59.11
57,2018-02-01,58.8,59.37,49.85,55.2,1026814000,55.2
58,2018-03-01,55.48,58.91,49.2,51.86,1042336000,51.86
59,2018-04-01,51.38,54.88,49.71,50.93,984928000,50.93
60,2018-05-01,50.81,55.91,50.39,55,740734000,55
61,2018-06-01,55.64,60.07,55.3,56.46,803684000,56.46
62,2018-07-01,55.77,64.57,55.33,61.36,835654000,61.36
63,2018-08-01,61.96,63.6,60.2,61.59,685718000,61.59
64,2018-09-01,61.13,61.39,57.58,60.35,718518000,60.35
65,2018-10-01,60.65,61.23,50.36,54.53,1130942000,54.53
66,2018-11-01,54.57,55.5,50.11,55.48,786236000,55.48
67,2018-12-01,56.61,56.75,48.88,52.25,857436000,52.25
68,2019-01-01,51.36,56.38,51.12,56.29,697168000,56.29
69,2019-02-01,56.11,57.7,54.68,56.33,652174000,56.33
70,2019-03-01,56.55,61.82,56.51,58.84,663738000,58.84
71,2019-04-01,59.38,64.85,59.15,59.95,647446000,59.95
72,2019-05-01,59.88,59.96,55.17,55.33,742726000,55.33
73,2019-06-01,53.35,56.33,51.35,54.14,712452000,54.14
74,2019-07-01,55.05,63.42,54.77,60.91,715104000,60.91
75,2019-08-01,60.88,61.81,57.14,59.53,586310000,59.53
76,2019-09-01,59.09,62.4,58.19,61.06,517072000,61.06
77,2019-10-01,61.12,64.96,58.16,62.94,603634000,62.94
78,2019-11-01,63.29,66.7,62.99,65.2,528780000,65.2
79,2019-12-01,65.13,68.35,63.85,66.97,559106000,66.97
80,2020-01-01,67.42,75.03,67.32,71.64,673594000,71.64
81,2020-02-01,73.08,76.54,63.41,66.96,830656000,66.96
82,2020-03-01,67.57,70.41,50.44,58.1,1570716000,58.1
83,2020-04-01,56.2,68.01,53.75,67.33,1124224000,67.33
84,2020-05-01,66.2,72.26,64.8,71.68,725130000,71.68
85,2020-06-01,71.29,73.79,67.58,70.9,814160000,70.9
86,2020-07-01,70.96,79.35,70.71,74.4,822998000,74.4
87,2020-08-01,74.55,82.64,73.2,81.48,614564000,81.48
88,2020-09-01,81.61,86.31,70.11,73.28,836634000,73.28
89,2020-10-01,74.18,84.07,71.66,80.81,854920000,80.81
90,2020-11-01,81.18,90.84,80.61,87.72,631912000,87.72
91,2020-12-01,88.33,92.19,84.7,87.63,608630000,87.63
92,2021-01-01,88,96.6,84.81,91.37,791662000,91.37
93,2021-02-01,92.23,107.26,92.23,101.1,678324000,101.1
94,2021-03-01,102.4,105.69,99.7,103.13,756694000,103.13
95,2021-04-01,104.61,121.57,104.57,117.68,702352000,117.68
96,2021-05-01,118.25,119.45,109.68,117.84,603480000,117.84
97,2021-06-01,118.72,123.1,116.48,122.09,544936000,122.09
98,2021-07-01,121.72,138.3,121.53,134.73,610808000,134.73
99,2021-08-01,135.12,145.97,133.32,144.7,461586000,144.7
100,2021-09-01,145,146.25,133.56,133.68,590840000,133.68
101,2021-10-01,134.45,148.65,131.05,148.05,720758000,148.05
102,2021-11-01,148.05,150.97,141.6,141.9,608378000,141.9
103,2021-12-01,144,149.1,139.32,144.85,619694000,144.85
104,2022-01-01,145.05,146.49,124.5,135.3,767206000,135.3
105,2022-02-01,137.59,151.55,124.95,135.06,928126000,135.06
106,2022-03-01,134.88,143.79,125.28,139.07,729162000,139.07
107,2022-04-01,139.5,143.71,112.74,114.11,761152000,114.11
108,2022-05-01,113.4,122.85,101.88,113.76,850450000,113.76
109,2022-06-01,114.86,119.35,105.05,108.96,770754000,108.96
110,2022-07-01,107.93,119.68,104.07,116.32,789529700,116.32
111,2022-08-01,115.3,122.43,107.8,108.22,515852700,108.22
112,2022-09-01,108.28,111.62,95.56,95.65,613278900,95.65
113,2022-10-01,96.76,104.82,91.8,94.51,681488300,94.51
114,2022-11-01,95.45,101.04,83.34,100.99,716522700,100.99
115,2022-12-01,101.02,102.25,85.94,88.23,603127800,88.23
116,2023-01-01,89.59,100.32,84.86,98.84,672897800,98.84
117,2023-02-01,98.71,108.18,88.58,90.06,952580200,90.06
118,2023-03-01,89.98,106.59,89.42,103.73,859911400,103.73
119,2023-04-01,102.39,109.17,101.93,108.87,255598400,108.87
